observation_id,crawl_id,dataset_version,domain_id,source_url,canonical_url,observed_at,page_role,browser_rendered,http_status_code,response_latency_ms,is_reachable,tls_valid,tls_version,certificate_expiry_days,axe_violations_count,critical_violations,serious_violations,moderate_violations,minor_violations,accessibility_score,has_missing_alts,lcp_ms,cls,fcp_ms,ttfb_ms,page_weight_bytes,lighthouse_performance_score,detected_primary_language,is_multilingual,dom_node_count,links_count,forms_count,has_https,has_hsts,has_csp,security_headers_score,website_category,architecture_type,is_validated
obs-876877888d93,crawl-master-20260809-190429,0.1.0,dom-74d542e006,https://kanpurnagar.nic.in,https://kanpurnagar.nic.in,2026-08-09T19:24:59.836640+00:00,homepage,True,200,4398.678184999881,True,True,TLSv1.3,49.0,2,0,0,0,2,98.0,False,8438.0,0.05,5278.4,4398.678184999881,229638,10.0,en,True,1301,194,1,True,False,False,0.0,district_administration,angular_spa,True
obs-65c4082f07cf,crawl-master-20260809-190429,0.1.0,dom-50968dd650,https://prayagraj.nic.in,https://prayagraj.nic.in,2026-08-09T19:25:06.143421+00:00,homepage,True,200,4482.540385999528,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,8708.2,0.05,5379.0,4482.540385999528,274318,10.0,en,True,1599,233,1,True,False,False,0.0,district_administration,angular_spa,True
obs-068fcb8ac9bb,crawl-master-20260809-190429,0.1.0,dom-8760eae00b,https://gautambuddhanagar.nic.in,https://gautambuddhanagar.nic.in,2026-08-09T19:25:06.925160+00:00,homepage,True,502,722.3488720001114,False,False,,,0,0,0,0,0,,False,1300.2,0.01,866.8,722.3488720001114,0,74.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-5ac92eb9bb32,crawl-master-20260809-190429,0.1.0,dom-6e93f7f125,https://ghaziabad.nic.in,https://ghaziabad.nic.in,2026-08-09T19:25:13.859265+00:00,homepage,True,200,5825.853628000004,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,10947.7,0.05,6991.0,5825.853628000004,231833,10.0,hi,True,1153,199,1,True,True,True,100.0,district_administration,angular_spa,True
obs-8611b48656c8,crawl-master-20260809-190429,0.1.0,dom-e622d76b67,https://gorakhpur.nic.in,https://gorakhpur.nic.in,2026-08-09T19:25:29.187091+00:00,homepage,True,200,14245.87350299953,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,26313.0,0.05,17095.0,14245.87350299953,269208,10.0,en,True,1676,327,1,True,True,True,100.0,district_administration,angular_spa,True
obs-6a88fa4e66bc,crawl-master-20260809-190429,0.1.0,dom-aab373c867,https://meerut.nic.in,https://meerut.nic.in,2026-08-09T19:25:35.393099+00:00,homepage,True,200,4432.588011000007,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,8380.7,0.05,5319.1,4432.588011000007,184876,10.0,en,True,1005,168,1,True,False,False,0.0,district_administration,angular_spa,True
obs-305371d319c0,crawl-master-20260809-190429,0.1.0,dom-8f58961d40,https://ayodhya.nic.in,https://ayodhya.nic.in,2026-08-09T19:25:41.724950+00:00,homepage,True,200,5395.685939000032,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,10267.8,0.05,6474.8,5395.685939000032,234516,10.0,en,True,1389,249,1,True,False,False,0.0,district_administration,angular_spa,True
obs-b7b61dcf1e0a,crawl-master-20260809-190429,0.1.0,dom-878104ec5a,https://bareilly.nic.in,https://bareilly.nic.in,2026-08-09T19:25:49.066752+00:00,homepage,True,200,6283.944292000342,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,11750.3,0.05,7540.7,6283.944292000342,192011,10.0,en,True,1098,192,1,True,True,True,100.0,district_administration,angular_spa,True
obs-ae970eb034f1,crawl-master-20260809-190429,0.1.0,dom-f8373597cc,https://aligarh.nic.in,https://aligarh.nic.in,2026-08-09T19:25:54.413007+00:00,homepage,True,200,4501.752516999659,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,8494.8,0.05,5402.1,4501.752516999659,175745,10.0,en,True,979,155,1,True,False,False,0.0,district_administration,angular_spa,True
obs-788022503bb3,crawl-master-20260809-190429,0.1.0,dom-d12521e5c1,https://jhansi.nic.in,https://jhansi.nic.in,2026-08-09T19:25:59.653401+00:00,homepage,True,200,4348.697873000674,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,8272.9,0.05,5218.4,4348.697873000674,187997,10.0,en,True,1113,226,1,True,False,False,0.0,district_administration,angular_spa,True
obs-16744bb5ae5b,crawl-master-20260809-190429,0.1.0,dom-1facc765e6,https://moradabad.nic.in,https://moradabad.nic.in,2026-08-09T19:26:05.955828+00:00,homepage,True,200,4209.384962000513,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,7995.7,0.05,5051.3,4209.384962000513,184822,10.0,en,True,1047,177,1,True,False,False,0.0,district_administration,angular_spa,True
obs-5acb61603309,crawl-master-20260809-190429,0.1.0,dom-67033c2d5f,https://mathura.nic.in,https://mathura.nic.in,2026-08-09T19:26:12.403153+00:00,homepage,True,200,5454.272517999925,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,10630.9,0.05,6545.1,5454.272517999925,332256,10.0,en,True,2033,303,1,True,False,False,0.0,district_administration,angular_spa,True
obs-fc93f63ab8a6,crawl-master-20260809-190429,0.1.0,dom-9f1e659d91,https://mumbai.nic.in,https://mumbai.nic.in,2026-08-09T19:26:13.455509+00:00,homepage,True,502,698.6974920000648,False,False,,,0,0,0,0,0,,False,1257.7,0.01,838.4,698.6974920000648,0,74.8,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-10df27d4e0a6,crawl-master-20260809-190429,0.1.0,dom-6036bbaabf,https://mumbaicity.nic.in,https://mumbaicity.gov.in/,2026-08-09T19:26:29.605335+00:00,homepage,True,200,7567.422429000544,True,True,TLSv1.3,60.0,25,0,25,0,0,0.0,True,14057.0,0.05,9080.9,7567.422429000544,211578,10.0,hi,True,1089,206,1,True,True,True,100.0,district_administration,angular_spa,True
obs-30b962fccb6d,crawl-master-20260809-190429,0.1.0,dom-df2fca7216,https://pune.nic.in,https://pune.gov.in/,2026-08-09T19:26:52.819828+00:00,homepage,True,200,21549.04723999971,True,True,TLSv1.3,66.0,0,0,0,0,0,100.0,False,39457.1,0.05,25858.9,21549.04723999971,302991,10.0,hi,True,1672,281,1,True,True,True,100.0,district_administration,angular_spa,True
obs-ee88f444ffe8,crawl-master-20260809-190429,0.1.0,dom-3715f2df3e,https://nagpur.nic.in,https://nagpur.gov.in/,2026-08-09T19:27:11.552036+00:00,homepage,True,200,17021.689893000257,True,True,TLSv1.3,49.0,5,0,0,0,5,95.0,False,31051.8,0.05,20426.0,17021.689893000257,195882,10.0,en,True,1032,167,1,True,True,True,100.0,district_administration,angular_spa,True
obs-fd15c202956c,crawl-master-20260809-190429,0.1.0,dom-70fc9a174e,https://thane.nic.in,https://thane.nic.in,2026-08-09T19:27:18.241555+00:00,homepage,True,200,4896.685652999622,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,9347.6,0.05,5876.0,4896.685652999622,257127,10.0,hi,True,1334,234,1,True,False,False,0.0,district_administration,angular_spa,True
obs-2c38241023cf,crawl-master-20260809-190429,0.1.0,dom-dbb5d0eaf5,https://nashik.nic.in,https://nashik.gov.in/,2026-08-09T19:27:33.816416+00:00,homepage,True,200,13904.809495000336,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,25520.7,0.05,16685.8,13904.809495000336,238231,10.0,hi,True,1230,208,1,True,True,True,100.0,district_administration,angular_spa,True
obs-204a22451f55,crawl-master-20260809-190429,0.1.0,dom-01d4ee8ca2,https://aurangabad.nic.in,https://aurangabad.nic.in,2026-08-09T19:27:38.735442+00:00,homepage,True,502,3114.69119100002,False,False,,,0,0,0,0,0,,False,5606.4,0.01,3737.6,3114.69119100002,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-53e016d7ed85,crawl-master-20260809-190429,0.1.0,dom-917037d379,https://solapur.nic.in,https://solapur.gov.in/,2026-08-09T19:28:07.708418+00:00,homepage,True,200,27221.296341999732,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,49525.1,0.05,32665.6,27221.296341999732,275544,10.0,hi,True,1317,217,1,True,True,True,100.0,district_administration,angular_spa,True
obs-869d60c1068b,crawl-master-20260809-190429,0.1.0,dom-37eb24b5ae,https://kolhapur.nic.in,https://kolhapur.gov.in/,2026-08-09T19:28:23.676114+00:00,homepage,True,200,14307.789294000031,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,26402.0,0.05,17169.3,14307.789294000031,293637,10.0,hi,True,1620,291,1,True,True,True,100.0,district_administration,angular_spa,True
obs-fd3754b33fd2,crawl-master-20260809-190429,0.1.0,dom-816a39dddd,https://amravati.nic.in,https://amravati.gov.in/,2026-08-09T19:28:38.687153+00:00,homepage,True,200,13323.4407989994,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,24358.2,0.05,15988.1,13323.4407989994,193902,10.0,hi,True,940,175,1,True,True,True,100.0,district_administration,angular_spa,True
obs-436e01e69296,crawl-master-20260809-190429,0.1.0,dom-13ffca6fce,https://nanded.nic.in,https://nanded.gov.in/,2026-08-09T19:28:52.302187+00:00,homepage,True,200,11971.263064000595,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,22065.9,0.05,14365.5,11971.263064000595,263989,10.0,hi,True,1294,248,1,True,True,True,100.0,district_administration,angular_spa,True
obs-68a000a3bf10,crawl-master-20260809-190429,0.1.0,dom-7c9bb7bc69,https://jalgaon.nic.in,https://jalgaon.gov.in/,2026-08-09T19:29:05.905202+00:00,homepage,True,200,12576.310170000397,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,22981.4,0.05,15091.6,12576.310170000397,178481,10.0,hi,True,860,145,1,True,True,True,100.0,district_administration,angular_spa,True
obs-3d9b2b5ec574,crawl-master-20260809-190429,0.1.0,dom-330f82a1b3,https://akola.nic.in,https://akola.gov.in/,2026-08-09T19:29:13.965462+00:00,homepage,True,200,6301.64368900023,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,11849.4,0.05,7562.0,6301.64368900023,229053,10.0,hi,True,1266,204,1,True,True,True,100.0,district_administration,angular_spa,True
obs-a57a924c9550,crawl-master-20260809-190429,0.1.0,dom-e19b419062,https://satara.nic.in,https://satara.nic.in,2026-08-09T19:29:18.635648+00:00,homepage,True,502,2695.344363000004,False,False,,,0,0,0,0,0,,False,4851.6,0.01,3234.4,2695.344363000004,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-c22fb6a9f015,crawl-master-20260809-190429,0.1.0,dom-41ffc52092,https://bengaluruurban.nic.in,https://bengaluruurban.nic.in,2026-08-09T19:29:24.337845+00:00,homepage,True,200,3877.237673000309,True,True,TLSv1.3,31.0,0,0,0,0,0,100.0,False,7314.6,0.05,4652.7,3877.237673000309,190369,10.0,en,True,839,180,1,True,False,False,0.0,district_administration,angular_spa,True
obs-33be7f70f64c,crawl-master-20260809-190429,0.1.0,dom-f9bee66ff4,https://bengalururural.nic.in,https://bengalururural.nic.in,2026-08-09T19:29:24.803156+00:00,homepage,True,502,405.08658199996717,False,False,,,0,0,0,0,0,,False,729.2,0.01,486.1,405.08658199996717,0,85.4,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-6c3b9d539a79,crawl-master-20260809-190429,0.1.0,dom-25e9fd2e18,https://mysuru.nic.in,https://mysuru.nic.in,2026-08-09T19:29:29.859977+00:00,homepage,True,502,3372.3151909998705,False,False,,,0,0,0,0,0,,False,6070.2,0.01,4046.8,3372.3151909998705,0,10.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-d938240b4d2e,crawl-master-20260809-190429,0.1.0,dom-a6887277cb,https://belagavi.nic.in,https://belagavi.nic.in,2026-08-09T19:29:37.148983+00:00,homepage,True,200,6143.125829999917,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,11464.0,0.05,7371.8,6143.125829999917,215251,10.0,en,True,1016,171,1,True,True,True,100.0,district_administration,angular_spa,True
obs-c761a16d2bc6,crawl-master-20260809-190429,0.1.0,dom-d4e4ad96b6,https://dharwad.nic.in,https://dharwad.nic.in,2026-08-09T19:29:44.739676+00:00,homepage,True,200,5772.33654200063,True,True,TLSv1.3,64.0,0,0,0,0,0,100.0,False,10829.0,0.05,6926.8,5772.33654200063,223690,10.0,en,True,1097,186,1,True,False,False,0.0,district_administration,angular_spa,True
obs-6a058e1e164b,crawl-master-20260809-190429,0.1.0,dom-7975fdd64b,https://mangaluru.nic.in,https://mangaluru.nic.in,2026-08-09T19:29:45.473372+00:00,homepage,True,502,680.6852520003304,False,False,,,0,0,0,0,0,,False,1225.2,0.01,816.8,680.6852520003304,0,75.5,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-83222ba26938,crawl-master-20260809-190429,0.1.0,dom-1b2deacd10,https://kalaburagi.nic.in,https://kalaburagi.nic.in,2026-08-09T19:29:52.065202+00:00,homepage,True,200,4759.692714999801,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,9107.0,0.05,5711.6,4759.692714999801,262041,10.0,en,True,1349,248,1,True,False,False,0.0,district_administration,angular_spa,True
obs-9fd01b47ca6c,crawl-master-20260809-190429,0.1.0,dom-45949b69a1,https://ballari.nic.in,https://ballari.nic.in,2026-08-09T19:29:59.918494+00:00,homepage,True,200,5411.629195000387,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,10065.7,0.05,6494.0,5411.629195000387,180277,10.0,en,True,812,137,1,True,False,False,0.0,district_administration,angular_spa,True
obs-ffa75f749389,crawl-master-20260809-190429,0.1.0,dom-0418dda490,https://shivamogga.nic.in,https://shivamogga.nic.in,2026-08-09T19:30:05.921431+00:00,homepage,True,200,5108.067905000098,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,9568.9,0.05,6129.7,5108.067905000098,181513,10.0,en,True,936,151,1,True,False,False,0.0,district_administration,angular_spa,True
obs-28873834b464,crawl-master-20260809-190429,0.1.0,dom-8fe9c1ecef,https://tumakuru.nic.in,https://tumakuru.nic.in,2026-08-09T19:30:07.288501+00:00,homepage,True,502,1007.5352080002631,False,False,,,0,0,0,0,0,,False,1813.6,0.01,1209.0,1007.5352080002631,0,63.7,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-211311b87745,crawl-master-20260809-190429,0.1.0,dom-b1c21f6255,https://udupi.nic.in,https://udupi.nic.in,2026-08-09T19:30:15.738503+00:00,homepage,True,200,7348.839020999549,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,13684.7,0.05,8818.6,7348.839020999549,232317,10.0,en,True,1142,186,1,True,True,True,100.0,district_administration,angular_spa,True
obs-35de949083d9,crawl-master-20260809-190429,0.1.0,dom-9949ff8c16,https://hassan.nic.in,https://hassan.nic.in,2026-08-09T19:30:22.296935+00:00,homepage,True,200,5624.4542410004215,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,10631.6,0.05,6749.3,5624.4542410004215,246183,10.0,en,True,1269,226,1,True,False,False,0.0,district_administration,angular_spa,True
obs-919d11c8aef3,crawl-master-20260809-190429,0.1.0,dom-a6f4777c9a,https://chennai.nic.in,https://chennai.nic.in,2026-08-09T19:30:30.168974+00:00,homepage,True,200,6058.294075000049,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,11345.3,0.05,7270.0,6058.294075000049,201707,10.0,en,True,1101,171,1,True,True,True,100.0,district_administration,wordpress,True
obs-b0441fd16c0c,crawl-master-20260809-190429,0.1.0,dom-ef11ef7e31,https://coimbatore.nic.in,https://coimbatore.nic.in,2026-08-09T19:30:38.355074+00:00,homepage,True,200,6258.03704000009,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,11735.7,0.05,7509.6,6258.03704000009,213389,10.0,en,True,1178,205,1,True,True,True,100.0,district_administration,angular_spa,True
obs-06bf29718be6,crawl-master-20260809-190429,0.1.0,dom-0187edd1cc,https://madurai.nic.in,https://madurai.nic.in,2026-08-09T19:30:45.749431+00:00,homepage,True,200,5376.855893000538,True,True,TLSv1.3,49.0,2,0,0,0,2,98.0,False,10085.1,0.05,6452.2,5376.855893000538,181371,10.0,en,True,1017,153,1,True,True,True,100.0,district_administration,angular_spa,True
obs-f4ee340fbcaf,crawl-master-20260809-190429,0.1.0,dom-245ccf1168,https://tiruchirappalli.nic.in,https://tiruchirappalli.nic.in,2026-08-09T19:30:53.302435+00:00,homepage,True,200,5506.272917000388,True,True,TLSv1.3,49.0,2,0,0,0,2,98.0,False,10992.1,0.05,6607.5,5506.272917000388,460897,10.0,en,True,2702,343,1,True,True,True,100.0,district_administration,angular_spa,True
obs-2f4e7fbb263b,crawl-master-20260809-190429,0.1.0,dom-e233006d68,https://salem.nic.in,https://salem.nic.in,2026-08-09T19:31:00.824512+00:00,homepage,True,200,6505.866882000191,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,12164.2,0.05,7807.0,6505.866882000191,207148,10.0,en,True,1134,198,1,True,True,True,100.0,district_administration,angular_spa,True
obs-ca2d0d757937,crawl-master-20260809-190429,0.1.0,dom-57455729bb,https://tirunelveli.nic.in,https://tirunelveli.nic.in,2026-08-09T19:31:08.091283+00:00,homepage,True,200,5323.247143000117,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,10026.2,0.05,6387.9,5323.247143000117,196543,10.0,en,True,1111,171,1,True,True,True,100.0,district_administration,angular_spa,True
obs-5157bf8355a6,crawl-master-20260809-190429,0.1.0,dom-92db4b52ab,https://tiruppur.nic.in,https://tiruppur.nic.in,2026-08-09T19:31:15.509679+00:00,homepage,True,200,5450.909410999884,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,10301.6,0.05,6541.1,5450.909410999884,215830,10.0,en,True,1225,182,1,True,True,True,100.0,district_administration,angular_spa,True
obs-151741bde242,crawl-master-20260809-190429,0.1.0,dom-a49257aee0,https://vellore.nic.in,https://vellore.nic.in,2026-08-09T19:31:23.837045+00:00,homepage,True,200,7230.2509319997625,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,13456.1,0.05,8676.3,7230.2509319997625,198086,10.0,en,True,1104,183,1,True,True,True,100.0,district_administration,angular_spa,True
obs-b9e9e61efb8b,crawl-master-20260809-190429,0.1.0,dom-24f70bb57a,https://erode.nic.in,https://erode.nic.in,2026-08-09T19:31:30.128675+00:00,homepage,True,200,4412.205384999652,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,8402.0,0.05,5294.6,4412.205384999652,203183,10.0,en,True,1150,219,1,True,True,True,100.0,district_administration,angular_spa,True
obs-175798938fcb,crawl-master-20260809-190429,0.1.0,dom-d2074b6d86,https://thanjavur.nic.in,https://thanjavur.nic.in,2026-08-09T19:31:37.832417+00:00,homepage,True,200,5800.280088999898,True,True,TLSv1.3,49.0,2,0,0,0,2,98.0,False,10863.7,0.05,6960.3,5800.280088999898,194563,10.0,en,True,1058,175,1,True,True,True,100.0,district_administration,angular_spa,True
obs-effaef72bcd3,crawl-master-20260809-190429,0.1.0,dom-ed09471928,https://dindigul.nic.in,https://dindigul.nic.in,2026-08-09T19:31:43.649710+00:00,homepage,True,200,4799.821727999188,True,True,TLSv1.3,49.0,4,0,4,0,0,76.0,True,9105.7,0.05,5759.8,4799.821727999188,206794,10.0,en,True,1165,188,1,True,True,True,100.0,district_administration,angular_spa,True
obs-271bdb3ec3ac,crawl-master-20260809-190429,0.1.0,dom-3fd917f5dd,https://kancheepuram.nic.in,https://kancheepuram.nic.in,2026-08-09T19:31:51.358434+00:00,homepage,True,200,5796.099147999485,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,10847.8,0.05,6955.3,5796.099147999485,191523,10.0,en,True,1037,176,1,True,True,True,100.0,district_administration,angular_spa,True
obs-7dfb327fc68e,crawl-master-20260809-190429,0.1.0,dom-464f405ed6,https://kolkata.nic.in,https://kolkata.nic.in,2026-08-09T19:31:52.416693+00:00,homepage,True,502,695.9678440007337,False,False,,,0,0,0,0,0,,False,1252.7,0.01,835.2,695.9678440007337,0,74.9,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-24bd6380d915,crawl-master-20260809-190429,0.1.0,dom-2588efc29b,https://north24parganas.nic.in,https://north24parganas.nic.in,2026-08-09T19:31:53.448138+00:00,homepage,True,502,696.437784000409,False,False,,,0,0,0,0,0,,False,1253.6,0.01,835.7,696.437784000409,0,74.9,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-53f705cf5d4c,crawl-master-20260809-190429,0.1.0,dom-3504eeb1a4,https://south24parganas.nic.in,https://south24parganas.nic.in,2026-08-09T19:31:54.247628+00:00,homepage,True,502,693.5383820000425,False,False,,,0,0,0,0,0,,False,1248.4,0.01,832.2,693.5383820000425,0,75.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-03e537a9e4eb,crawl-master-20260809-190429,0.1.0,dom-f024af7dc5,https://howrah.nic.in,https://howrah.nic.in,2026-08-09T19:31:55.281433+00:00,homepage,True,502,695.7569610003702,False,False,,,0,0,0,0,0,,False,1252.4,0.01,834.9,695.7569610003702,0,75.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-e73662797bbb,crawl-master-20260809-190429,0.1.0,dom-bf0c0047d0,https://hooghly.nic.in,https://hooghly.nic.in,2026-08-09T19:32:01.897125+00:00,homepage,True,200,5538.059643999986,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,10382.9,0.05,6645.7,5538.059643999986,181645,10.0,en,True,1036,210,2,True,True,True,100.0,district_administration,angular_spa,True
obs-2286c3b7bcb1,crawl-master-20260809-190429,0.1.0,dom-dfb3971d0c,https://darjeeling.nic.in,https://darjeeling.gov.in/,2026-08-09T19:32:17.449117+00:00,homepage,True,200,13840.66508199976,True,True,TLSv1.3,64.0,0,0,0,0,0,100.0,False,25684.8,0.05,16608.8,13840.66508199976,330158,10.0,en,True,1929,282,1,True,True,True,100.0,district_administration,angular_spa,True
obs-97c97355f1f2,crawl-master-20260809-190429,0.1.0,dom-60587ac4b3,https://paschimmedinipur.nic.in,https://paschimmedinipur.nic.in,2026-08-09T19:32:18.202008+00:00,homepage,True,502,405.5302770002527,False,False,,,0,0,0,0,0,,False,730.0,0.01,486.6,405.5302770002527,0,85.4,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-75489b7e79e1,crawl-master-20260809-190429,0.1.0,dom-ba4d2162cf,https://purbabardhaman.nic.in,https://purbabardhaman.nic.in,2026-08-09T19:32:25.415822+00:00,homepage,True,200,6147.3980399996435,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,11378.1,0.05,7376.9,6147.3980399996435,155295,10.0,en,True,782,135,1,True,True,True,100.0,district_administration,angular_spa,True
obs-07c3e8618f51,crawl-master-20260809-190429,0.1.0,dom-b15988ac6f,https://murshidabad.nic.in,https://murshidabad.gov.in/,2026-08-09T19:32:39.619441+00:00,homepage,True,200,13102.936512999804,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,23979.3,0.05,15723.5,13102.936512999804,200836,10.0,en,True,985,187,1,True,True,True,100.0,district_administration,wordpress,True
obs-cdd73b765037,crawl-master-20260809-190429,0.1.0,dom-0d2f813e65,https://malda.nic.in,https://malda.nic.in,2026-08-09T19:32:40.395496+00:00,homepage,True,502,722.4315040002693,False,False,,,0,0,0,0,0,,False,1300.4,0.01,866.9,722.4315040002693,0,74.0,en,False,0,0,0,True,False,False,0.0,district_administration,angular_spa,True
obs-65a8e31a228a,crawl-master-20260809-190429,0.1.0,dom-b1f6ed4c61,https://ahmedabad.nic.in,https://ahmedabad.nic.in,2026-08-09T19:32:46.817295+00:00,homepage,True,200,4526.926155000183,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,8580.5,0.05,5432.3,4526.926155000183,198622,10.0,en,True,1080,182,1,True,True,True,100.0,district_administration,angular_spa,True
obs-9941db6d04ac,crawl-master-20260809-190429,0.1.0,dom-9257855375,https://surat.nic.in,https://surat.nic.in,2026-08-09T19:32:53.329526+00:00,homepage,True,200,4771.058267000626,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,8926.7,0.05,5725.3,4771.058267000626,161856,10.0,en,True,847,156,1,True,False,False,0.0,district_administration,angular_spa,True
obs-f479517a750c,crawl-master-20260809-190429,0.1.0,dom-62df7713b7,https://vadodara.nic.in,https://vadodara.nic.in,2026-08-09T19:32:59.741487+00:00,homepage,True,200,4610.383619999993,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,8590.3,0.05,5532.5,4610.383619999993,144067,10.0,en,True,729,123,1,True,False,False,0.0,district_administration,angular_spa,True
obs-16b2800dbf7d,crawl-master-20260809-190429,0.1.0,dom-bdd7b598e8,https://rajkot.nic.in,https://rajkot.nic.in,2026-08-09T19:33:05.267265+00:00,homepage,True,200,3732.961145000445,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,7114.9,0.05,4479.6,3732.961145000445,183419,10.0,en,True,989,154,1,True,False,False,0.0,district_administration,angular_spa,True
obs-7a45df90ce17,crawl-master-20260809-190429,0.1.0,dom-c0db43ffb1,https://bhavnagar.nic.in,https://bhavnagar.nic.in,2026-08-09T19:33:12.962871+00:00,homepage,True,200,5951.571424000576,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,11006.8,0.05,7141.9,5951.571424000576,142794,10.0,en,True,735,116,1,True,False,False,0.0,district_administration,angular_spa,True
obs-dd9d3ddc73f1,crawl-master-20260809-190429,0.1.0,dom-46f91381a5,https://jamnagar.nic.in,https://jamnagar.nic.in,2026-08-09T19:33:19.335546+00:00,homepage,True,200,4499.197518000074,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,8359.8,0.05,5399.0,4499.197518000074,143193,10.0,en,True,653,107,1,True,True,True,100.0,district_administration,angular_spa,True
obs-90ea120b5ce7,crawl-master-20260809-190429,0.1.0,dom-6bb75a3901,https://gandhinagar.nic.in,https://gandhinagar.nic.in,2026-08-09T19:33:28.589013+00:00,homepage,True,200,7369.707455000025,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,13568.7,0.05,8843.6,7369.707455000025,149663,10.0,en,True,758,125,1,True,True,True,100.0,district_administration,angular_spa,True
obs-5da127e55481,crawl-master-20260809-190429,0.1.0,dom-bbe2fa63de,https://junagadh.nic.in,https://junagadh.nic.in,2026-08-09T19:33:36.846706+00:00,homepage,True,200,7152.402634000282,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,13173.9,0.05,8582.9,7152.402634000282,160222,10.0,en,True,749,128,1,True,True,True,100.0,district_administration,angular_spa,True
obs-284d0292734f,crawl-master-20260809-190429,0.1.0,dom-448aede90b,https://anand.nic.in,https://anand.nic.in,2026-08-09T19:33:44.975926+00:00,homepage,True,200,7070.864930000425,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,13125.2,0.05,8485.0,7070.864930000425,198642,10.0,en,True,994,157,1,True,True,True,100.0,district_administration,angular_spa,True
obs-c1901b89ed9f,crawl-master-20260809-190429,0.1.0,dom-322eb60fe5,https://navsari.nic.in,https://navsari.nic.in,2026-08-09T19:33:51.849992+00:00,homepage,True,200,5280.922483000722,True,True,TLSv1.3,49.0,0,0,0,0,0,100.0,False,9815.3,0.05,6337.1,5280.922483000722,149107,10.0,en,True,774,120,1,True,False,False,0.0,district_administration,angular_spa,True
